Unnamed: 29,Unnamed: 30,Unnamed: 31,cat.thisIndex,cat.thisN,cat.thisRepN,cat.thisTrialN,correct,date,expName,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.corr,key_resp_9.keys,key_resp_9.rt,participant,practice.thisIndex,practice.thisN,practice.thisRepN,practice.thisTrialN,session,stim1,stim2,ws.thisIndex,ws.thisN,ws.thisRepN,ws.thisTrialN
,,,7.0,10.0,0.0,10.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['2'],[0.16811800003051758],102,,,,,1,cat/1-4-18.wav,cat/1-4-12.wav,,,,
,,,3.0,11.0,0.0,11.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['2'],[0.251615047454834],102,,,,,1,cat/439.wav,cat/493.wav,,,,
,,,24.0,12.0,0.0,12.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[0.08454489707946777],102,,,,,1,cat/25-4-9.wav,cat/12-4-9.wav,,,,
,,,16.0,13.0,0.0,13.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['2'],[0.2515740394592285],102,,,,,1,cat/9-12-4.wav,cat/9-4-12.wav,,,,
,,,15.0,14.0,0.0,14.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[1.519592046737671],102,,,,,1,cat/9-10-4.wav,cat/9-4-10.wav,,,,
,,,4.0,15.0,0.0,15.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[0.30150485038757324],102,,,,,1,cat/914.wav,cat/941.wav,,,,
,,,0.0,16.0,0.0,16.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['2'],[1.185779094696045],102,,,,,1,cat/149.wav,cat/194.wav,,,,
,,,20.0,17.0,0.0,17.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['2'],[1.0857279300689697],102,,,,,1,cat/1-23-9.wav,cat/1-14-9.wav,,,,
,,,9.0,18.0,0.0,18.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[1.0524041652679443],102,,,,,1,cat/11-4-9.wav,cat/21-4-9.wav,,,,
,,,5.0,19.0,0.0,19.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[2.9543778896331787],102,,,,,1,cat/934.wav,cat/943.wav,,,,
,,,26.0,20.0,0.0,20.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[1.1690800189971924],102,,,,,1,cat/3-9-14.wav,cat/3-14-9.wav,,,,
,,,21.0,21.0,0.0,21.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[0.4350440502166748],102,,,,,1,cat/1-4-13.wav,cat/1-4-16.wav,,,,
,,,1.0,22.0,0.0,22.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,None,,102,,,,,1,cat/394.wav,cat/349.wav,,,,
,,,17.0,23.0,0.0,23.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['2'],[0.9522337913513184],102,,,,,1,cat/4-3-17.wav,cat/4-17-3.wav,,,,
,,,12.0,24.0,0.0,24.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[0.6853880882263184],102,,,,,1,cat/3-4-17.wav,cat/3-4-26.wav,,,,
,,,14.0,25.0,0.0,25.0,1.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['2'],[1.1525158882141113],102,,,,,1,cat/4-18-1.wav,cat/4-1-18.wav,,,,
,,,2.0,26.0,0.0,26.0,2.0,2016_Mar_29_1724,Stat_Cat_Oct,59.930100905,,,,,,,,,0.0,['1'],[1.8354790210723877],102,,,,,1,cat/419.wav,cat/491.wav,,,,
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,1.0,1.9031538963299999,103,0.0,0.0,0.0,0.0,1,prac1.wav,prac2.wav,,,,
,,,,,,,,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,space,8.46046304703,,,,,,,,103,,,,,1,,,,,,
,,,,,,,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,2.0,0.718682050705,103,,,,,1,ws/15.wav,ws/6.wav,8.0,0.0,0.0,0.0
,,,,,,,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,2.0,1.1024720668799999,103,,,,,1,ws/30.wav,ws/2.wav,12.0,1.0,0.0,1.0
,,,,,,,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,0.0,1.0,1.33601403236,103,,,,,1,ws/23.wav,ws/5.wav,10.0,2.0,0.0,2.0
,,,,,,,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,0.0,1.0,1.5027720928200001,103,,,,,1,ws/35.wav,ws/8.wav,14.0,3.0,0.0,3.0
,,,,,,,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,0.0,1.0,0.7021930217739999,103,,,,,1,ws/28.wav,ws/7.wav,13.0,4.0,0.0,4.0
,,,,,,,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,['1'],[2.5872459411621094],,,,,,,0.0,1.0,0.5685279369349999,103,,,,,1,ws/25.wav,ws/7.wav,11.0,5.0,0.0,5.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,['2'],[2.904348850250244],,,,,,,0.0,2.0,0.768723964691,103,,,,,1,ws/2.wav,ws/20.wav,1.0,6.0,0.0,6.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,0.0,2.0,0.501852035522,103,,,,,1,ws/5.wav,ws/14.wav,2.0,7.0,0.0,7.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,1.0,0.368349075317,103,,,,,1,ws/6.wav,ws/24.wav,5.0,8.0,0.0,8.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,1.0,0.451760053635,103,,,,,1,ws/5.wav,ws/36.wav,3.0,9.0,0.0,9.0
,,,,,,,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,2.0,3.7217891216300005,103,,,,,1,ws/17.wav,ws/8.wav,9.0,10.0,0.0,10.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,1.0,0.134655952454,103,,,,,1,ws/6.wav,ws/32.wav,4.0,11.0,0.0,11.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,0.0,2.0,0.45170712471,103,,,,,1,ws/8.wav,ws/26.wav,7.0,12.0,0.0,12.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,0.0,2.0,1.2858669757799999,103,,,,,1,ws/7.wav,ws/16.wav,6.0,13.0,0.0,13.0
,,,,,,,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,None,,,,,,,,1.0,1.0,0.433921098709,103,,,,,1,ws/2.wav,ws/11.wav,0.0,14.0,0.0,14.0
,,,,,,,,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,space,24.4578709602,,,,,,103,,,,,1,,,,,,
,,,32.0,0.0,0.0,0.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,1.0,2.85433602333,103,,,,,1,cat/25-5-8.wav,cat/12-5-8.wav,,,,
,,,9.0,1.0,0.0,1.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,1.55295491219,103,,,,,1,cat/762.wav,cat/726.wav,,,,
,,,25.0,2.0,0.0,2.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,2.5539560318,103,,,,,1,cat/16-5-8.wav,cat/11-5-8.wav,,,,
,,,16.0,3.0,0.0,3.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,0.5518400669100001,103,,,,,1,cat/2-15-7.wav,cat/2-22-7.wav,,,,
,,,18.0,4.0,0.0,4.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,2.52059102058,103,,,,,1,cat/2-6-26.wav,cat/2-6-17.wav,,,,
,,,15.0,5.0,0.0,5.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,2.0,0.718760967255,103,,,,,1,cat/2-14-8.wav,cat/2-10-8.wav,,,,
,,,19.0,6.0,0.0,6.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,0.702085971832,103,,,,,1,cat/5-16-2.wav,cat/5-2-16.wav,,,,
,,,11.0,7.0,0.0,7.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,2.0,1.1358869075799998,103,,,,,1,cat/826.wav,cat/862.wav,,,,
,,,4.0,8.0,0.0,8.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,1.3027341365799998,103,,,,,1,cat/572.wav,cat/527.wav,,,,
,,,22.0,9.0,0.0,9.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,0.802015066147,103,,,,,1,cat/7-5-10.wav,cat/7-10-5.wav,,,,
,,,23.0,10.0,0.0,10.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,1.0,0.668477058411,103,,,,,1,cat/8-6-11.wav,cat/8-11-6.wav,,,,
,,,8.0,11.0,0.0,11.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,2.0,2.38738298416,103,,,,,1,cat/725.wav,cat/752.wav,,,,
,,,7.0,12.0,0.0,12.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,1.08570098877,103,,,,,1,cat/682.wav,cat/628.wav,,,,
,,,20.0,13.0,0.0,13.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,1.9033777713799997,103,,,,,1,cat/6-17-2.wav,cat/6-2-17.wav,,,,
,,,30.0,14.0,0.0,14.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,0.735404968262,103,,,,,1,cat/2-7-14.wav,cat/2-14-7.wav,,,,
,,,13.0,15.0,0.0,15.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,2.0,0.485019207001,103,,,,,1,cat/11-5-7.wav,cat/21-5-7.wav,,,,
,,,2.0,16.0,0.0,16.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,0.45068693161000006,103,,,,,1,cat/276.wav,cat/267.wav,,,,
,,,17.0,17.0,0.0,17.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,0.585253953934,103,,,,,1,cat/2-5-18.wav,cat/2-5-12.wav,,,,
,,,6.0,18.0,0.0,18.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,1.0,2.25259804726,103,,,,,1,cat/627.wav,cat/672.wav,,,,
,,,21.0,19.0,0.0,19.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,1.8533167839099998,103,,,,,1,cat/6-18-2.wav,cat/6-2-18.wav,,,,
,,,31.0,20.0,0.0,20.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,1.0,0.618600845337,103,,,,,1,cat/2-8-15.wav,cat/2-15-8.wav,,,,
,,,10.0,21.0,0.0,21.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,4.089036941530001,103,,,,,1,cat/852.wav,cat/825.wav,,,,
,,,27.0,22.0,0.0,22.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,1.0,1.1847541332200002,103,,,,,1,cat/2-23-8.wav,cat/2-14-8.wav,,,,
,,,3.0,23.0,0.0,23.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,2.0,2.42055821419,103,,,,,1,cat/268.wav,cat/286.wav,,,,
,,,12.0,24.0,0.0,24.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,2.0,0.30156302452100003,103,,,,,1,cat/10-6-7.wav,cat/13-6-7.wav,,,,
,,,28.0,25.0,0.0,25.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,1.0,2.4695119857799996,103,,,,,1,cat/2-5-13.wav,cat/2-5-16.wav,,,,
,,,14.0,26.0,0.0,26.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,0.635179042816,103,,,,,1,cat/2-13-8.wav,cat/2-8-13.wav,,,,
,,,26.0,27.0,0.0,27.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,0.33390402793900004,103,,,,,1,cat/2-17-7.wav,cat/2-15-7.wav,,,,
,,,24.0,28.0,0.0,28.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,1.7365090847,103,,,,,1,cat/8-12-5.wav,cat/8-5-12.wav,,,,
,,,1.0,29.0,0.0,29.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,2.08682203293,103,,,,,1,cat/285.wav,cat/258.wav,,,,
,,,29.0,30.0,0.0,30.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,2.0,0.43502497673,103,,,,,1,cat/2-6-20.wav,cat/2-6-18.wav,,,,
,,,5.0,31.0,0.0,31.0,2.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,0.0,1.0,1.01903796196,103,,,,,1,cat/528.wav,cat/582.wav,,,,
,,,0.0,32.0,0.0,32.0,1.0,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,,,1.0,1.0,0.535119056702,103,,,,,1,cat/257.wav,cat/275.wav,,,,
,,,,,,,,2016_Mar_29_1818,Stat_Cat_Oct,59.9369521539,,,,,,,space,1.45293688774,,,,103,,,,,1,,,,,,
,,,,,,,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['2'],[0.9190740585327148],104,0.0,0.0,0.0,0.0,1,prac1.wav,prac2.wav,,,,
,,,,,,,,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,space,8.96105790138,,,,,,,,104,,,,,1,,,,,,
,,,,,,,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[0.6185200214385986],104,,,,,1,ws/9.wav,ws/18.wav,3.0,0.0,0.0,0.0
,,,,,,,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[1.386031150817871],104,,,,,1,ws/22.wav,ws/4.wav,10.0,1.0,0.0,1.0
,,,,,,,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[1.3684680461883545],104,,,,,1,ws/4.wav,ws/13.wav,2.0,2.0,0.0,2.0
,,,,,,,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[0.9020981788635254],104,,,,,1,ws/1.wav,ws/34.wav,0.0,3.0,0.0,3.0
,,,,,,,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['2'],[0.31827688217163086],104,,,,,1,ws/21.wav,ws/3.wav,8.0,4.0,0.0,4.0
,,,,,,,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[0.8510279655456543],104,,,,,1,ws/31.wav,ws/4.wav,9.0,5.0,0.0,5.0
,,,,,,,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['2'],[0.28478193283081055],104,,,,,1,ws/27.wav,ws/9.wav,11.0,6.0,0.0,6.0
,,,,,,,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[0.25192809104919434],104,,,,,1,ws/3.wav,ws/29.wav,1.0,7.0,0.0,7.0
,,,,,,,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[0.5016460418701172],104,,,,,1,ws/1.wav,ws/10.wav,5.0,8.0,0.0,8.0
,,,,,,,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,"['1', '2']","[0.6018698215484619, 1.43611478805542]",104,,,,,1,ws/12.wav,ws/3.wav,7.0,9.0,0.0,9.0
,,,,,,,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['1'],[0.9690549373626709],104,,,,,1,ws/9.wav,ws/33.wav,4.0,10.0,0.0,10.0
,,,,,,,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,None,,,,,,,,0.0,['2'],[1.5029211044311523],104,,,,,1,ws/19.wav,ws/1.wav,6.0,11.0,0.0,11.0
,,,,,,,,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,space,20.4735651016,,,,,,104,,,,,1,,,,,,
,,,2.0,0.0,0.0,0.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.9355731010437012],104,,,,,1,cat/419.wav,cat/491.wav,,,,
,,,20.0,1.0,0.0,1.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.6852030754089355],104,,,,,1,cat/1-23-9.wav,cat/1-14-9.wav,,,,
,,,13.0,2.0,0.0,2.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[1.0023319721221924],104,,,,,1,cat/4-16-1.wav,cat/4-1-16.wav,,,,
,,,5.0,3.0,0.0,3.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[1.7866270542144775],104,,,,,1,cat/934.wav,cat/943.wav,,,,
,,,8.0,4.0,0.0,4.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[2.737699031829834],104,,,,,1,cat/10-4-9.wav,cat/13-4-9.wav,,,,
,,,12.0,5.0,0.0,5.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.652008056640625],104,,,,,1,cat/3-4-17.wav,cat/3-4-26.wav,,,,
,,,10.0,6.0,0.0,6.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[2.1368579864501953],104,,,,,1,cat/3-13-9.wav,cat/3-9-13.wav,,,,
,,,11.0,7.0,0.0,7.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[1.2693369388580322],104,,,,,1,cat/3-15-9.wav,cat/3-22-9.wav,,,,
,,,1.0,8.0,0.0,8.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.8188598155975342],104,,,,,1,cat/394.wav,cat/349.wav,,,,
,,,21.0,9.0,0.0,9.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.5184271335601807],104,,,,,1,cat/1-4-13.wav,cat/1-4-16.wav,,,,
,,,6.0,10.0,0.0,10.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[0.585223913192749],104,,,,,1,cat/1-14-9.wav,cat/1-10-9.wav,,,,
,,,9.0,11.0,0.0,11.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.30159997940063477],104,,,,,1,cat/11-4-9.wav,cat/21-4-9.wav,,,,
,,,19.0,12.0,0.0,12.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.3684661388397217],104,,,,,1,cat/1-17-9.wav,cat/1-15-9.wav,,,,
,,,16.0,13.0,0.0,13.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,"['2', '1']","[0.8022069931030273, 2.169152021408081]",104,,,,,1,cat/9-12-4.wav,cat/9-4-12.wav,,,,
,,,0.0,14.0,0.0,14.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.7354221343994141],104,,,,,1,cat/149.wav,cat/194.wav,,,,
,,,14.0,15.0,0.0,15.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[0.06795716285705566],104,,,,,1,cat/4-18-1.wav,cat/4-1-18.wav,,,,
,,,4.0,16.0,0.0,16.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.23482894897460938],104,,,,,1,cat/914.wav,cat/941.wav,,,,
,,,17.0,17.0,0.0,17.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[1.3860580921173096],104,,,,,1,cat/4-3-17.wav,cat/4-17-3.wav,,,,
,,,26.0,18.0,0.0,18.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[1.6028859615325928],104,,,,,1,cat/3-9-14.wav,cat/3-14-9.wav,,,,
,,,7.0,19.0,0.0,19.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[1.6864299774169922],104,,,,,1,cat/1-4-18.wav,cat/1-4-12.wav,,,,
,,,22.0,20.0,0.0,20.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.3514859676361084],104,,,,,1,cat/1-9-15.wav,cat/1-15-9.wav,,,,
,,,23.0,21.0,0.0,21.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[1.2358548641204834],104,,,,,1,cat/16-4-9.wav,cat/11-4-9.wav,,,,
,,,24.0,22.0,0.0,22.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['2'],[0.4183650016784668],104,,,,,1,cat/25-4-9.wav,cat/12-4-9.wav,,,,
,,,18.0,23.0,0.0,23.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.4015519618988037],104,,,,,1,cat/9-4-11.wav,cat/9-11-4.wav,,,,
,,,15.0,24.0,0.0,24.0,1.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.6018688678741455],104,,,,,1,cat/9-10-4.wav,cat/9-4-10.wav,,,,
,,,25.0,25.0,0.0,25.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,"['2', '1']","[0.68538498878479, 1.4027860164642334]",104,,,,,1,cat/3-4-20.wav,cat/3-4-18.wav,,,,
,,,3.0,26.0,0.0,26.0,2.0,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,,,0.0,['1'],[0.6685080528259277],104,,,,,1,cat/439.wav,cat/493.wav,,,,
,,,,,,,,2016_Mar_30_1235,Stat_Cat_Oct,59.934125824,,,,,,,space,4.17248106003,,,,104,,,,,1,,,,,,
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,7.592772960660001,105,0.0,0.0,0.0,0.0,1,prac1.wav,prac2.wav,,,,
,,,,,,,,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,,,space,20.1063549519,,,,,,,,105,,,,,1,,,,,,
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,7.792977809910001,105,,,,,1,ws/2.wav,ws/11.wav,0.0,0.0,0.0,0.0
,,,,,,,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,['1'],[2.687589168548584],,,,,,,0.0,1.0,1.9032568931599998,105,,,,,1,ws/23.wav,ws/5.wav,10.0,1.0,0.0,1.0
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,3.5217101573900003,105,,,,,1,ws/6.wav,ws/32.wav,4.0,2.0,0.0,2.0
,,,,,,,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,2.67078495026,105,,,,,1,ws/30.wav,ws/2.wav,12.0,3.0,0.0,3.0
,,,,,,,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,0.651922941208,105,,,,,1,ws/35.wav,ws/8.wav,14.0,4.0,0.0,4.0
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,2.0,2.6540908813499997,105,,,,,1,ws/5.wav,ws/36.wav,3.0,5.0,0.0,5.0
,,,,,,,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,0.351603984833,105,,,,,1,ws/17.wav,ws/8.wav,9.0,6.0,0.0,6.0
,,,,,,,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,0.0,1.0,8.22666788101,105,,,,,1,ws/25.wav,ws/7.wav,11.0,7.0,0.0,7.0
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,['2'],[2.637507200241089],,,,,,,0.0,2.0,0.418258905411,105,,,,,1,ws/7.wav,ws/16.wav,6.0,8.0,0.0,8.0
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,0.318198204041,105,,,,,1,ws/8.wav,ws/26.wav,7.0,9.0,0.0,9.0
,,,,,,,1.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,1.0,4.67192006111,105,,,,,1,ws/2.wav,ws/20.wav,1.0,10.0,0.0,10.0
,,,,,,,2.0,2016_Mar_30_1846,Stat_Cat_Oct,59.936523905,None,,,,,,,,1.0,2.0,4.63958597183,105,,,,,1,ws/28.wav,ws/7.wav,13.0,11.0,0.0,11.0
