numb_back,order_set,img_numb,response,repeat_img,repeat_pos,lure,lure_kind,answer,time,file
1,6,3,1,3,17,0,,1,0.000957012176514,1_5.txt
1,6,4,0,,18,0,,0,,1_5.txt
1,6,4,1,4,19,0,,1,0.00109791755676,1_5.txt
1,6,1,0,,20,0,,0,,1_5.txt
1,6,8,0,,21,0,,0,,1_5.txt
2,6,1,0,,1,0,,0,,2_5.txt
2,6,8,0,,2,0,,0,,2_5.txt
2,6,4,0,,3,0,,0,,2_5.txt
2,6,3,1,,4,0,,1,0.0679309368134,2_5.txt
2,6,4,0,4,5,0,,0,,2_5.txt
2,6,7,0,,6,0,,0,,2_5.txt
2,6,5,1,,7,0,,0,,2_5.txt
2,6,7,0,7,8,0,,1,0.00121212005615,2_5.txt
2,6,6,0,,9,0,,0,,2_5.txt
2,6,5,0,,10,0,,0,,2_5.txt
2,6,1,0,,11,0,,0,,2_5.txt
2,6,5,1,5,12,0,,1,0.0844359397888,2_5.txt
2,6,7,0,,13,0,,0,,2_5.txt
2,6,3,0,,14,0,,0,,2_5.txt
2,6,8,0,,15,0,,0,,2_5.txt
2,6,3,1,3,16,0,,1,0.101367950439,2_5.txt
2,6,2,0,,17,0,,0,,2_5.txt
2,6,1,0,,18,0,,0,,2_5.txt
2,6,2,1,2,19,0,,1,0.0845057964325,2_5.txt
2,6,6,0,,20,0,,0,,2_5.txt
2,6,8,0,,21,0,,1,0.151361942291,2_5.txt
2,6,6,1,6,22,0,,0,,2_5.txt
2,2,3,0,,1,0,,0,,2_1.txt
2,2,8,0,,2,0,,0,,2_1.txt
2,2,5,0,,3,0,,0,,2_1.txt
2,2,8,1,8,4,0,,0,,2_1.txt
2,2,2,0,,5,0,,0,,2_1.txt
2,2,5,0,,6,1,3back,0,,2_1.txt
2,2,2,1,2,7,0,,0,,2_1.txt
2,2,4,0,,8,0,,1,0.00104808807373,2_1.txt
2,2,6,0,,9,0,,0,,2_1.txt
2,2,3,1,,10,0,,0,,2_1.txt
2,2,6,0,6,11,0,,1,0.00100493431091,2_1.txt
2,2,7,0,,12,0,,0,,2_1.txt
2,2,1,0,,13,0,,0,,2_1.txt
2,2,7,1,7,14,0,,1,0.000953912734985,2_1.txt
2,2,8,0,,15,0,,0,,2_1.txt
2,2,4,0,,16,0,,0,,2_1.txt
2,2,3,1,,17,0,,0,,2_1.txt
2,2,4,0,4,18,0,,1,0.0346591472626,2_1.txt
2,2,1,0,,19,0,,0,,2_1.txt
2,2,2,0,,20,0,,0,,2_1.txt
2,2,1,1,1,21,0,,1,0.218084096909,2_1.txt
2,2,5,0,,22,0,,0,,2_1.txt
1,4,2,0,,1,0,,0,,1_3.txt
1,4,1,0,,2,0,,0,,1_3.txt
1,4,4,0,,3,0,,0,,1_3.txt
1,4,4,1,4,4,0,,1,0.101048946381,1_3.txt
1,4,5,0,,5,0,,0,,1_3.txt
1,4,5,0,5,6,0,,1,0.00108599662781,1_3.txt
1,4,6,0,,7,0,,0,,1_3.txt
1,4,3,1,,8,0,,1,0.00114607810974,1_3.txt
1,4,2,0,,9,0,,0,,1_3.txt
1,4,2,0,2,10,0,,1,0.00103497505188,1_3.txt
1,4,7,0,,11,0,,0,,1_3.txt
1,4,1,1,,12,0,,0,,1_3.txt
1,4,8,0,,13,0,,0,,1_3.txt
1,4,8,0,8,14,0,,1,0.0514268875122,1_3.txt
1,4,7,1,,15,0,,0,,1_3.txt
1,4,5,0,,16,0,,0,,1_3.txt
1,4,3,0,,17,0,,1,0.134557962418,1_3.txt
1,4,3,1,3,18,0,,0,,1_3.txt
1,4,1,0,,19,0,,0,,1_3.txt
1,4,6,0,,20,0,,0,,1_3.txt
1,4,6,1,6,21,0,,1,0.0511381626129,1_3.txt
1,7,3,0,,1,0,,0,,1_6.txt
1,7,8,0,,2,0,,0,,1_6.txt
1,7,5,0,,3,0,,0,,1_6.txt
1,7,5,1,5,4,0,,1,0.000996828079224,1_6.txt
1,7,7,0,,5,0,,0,,1_6.txt
1,7,3,0,,6,0,,0,,1_6.txt
1,7,3,1,3,7,0,,1,0.00108003616333,1_6.txt
1,7,1,0,,8,0,,0,,1_6.txt
1,7,6,0,,9,0,,0,,1_6.txt
1,7,6,1,6,10,0,,1,0.000964879989624,1_6.txt
1,7,1,0,,11,0,,0,,1_6.txt
1,7,1,1,1,12,0,,1,0.00104784965515,1_6.txt
1,7,2,0,,13,0,,0,,1_6.txt
1,7,8,0,,14,0,,0,,1_6.txt
1,7,7,0,,15,0,,0,,1_6.txt
1,7,7,1,7,16,0,,1,0.000982046127319,1_6.txt
1,7,8,0,,17,0,,0,,1_6.txt
1,7,2,0,,18,0,,0,,1_6.txt
1,7,4,1,,19,0,,0,,1_6.txt
1,7,4,0,4,20,0,,1,0.00094199180603,1_6.txt
1,7,8,0,,21,0,,0,,1_6.txt
2,9,6,0,,1,0,,0,,2_8.txt
2,9,4,0,,2,0,,0,,2_8.txt
2,9,7,1,,3,0,,0,,2_8.txt
2,9,2,0,,4,0,,0,,2_8.txt
2,9,7,0,7,5,0,,0,,2_8.txt
2,9,7,0,,6,1,3back,1,0.067831993103,2_8.txt
2,9,3,0,,7,0,,0,,2_8.txt
2,9,2,0,,8,0,,0,,2_8.txt
2,9,1,1,1,9,0,,0,,2_8.txt
2,9,4,0,,10,0,,1,0.0512878894806,2_8.txt
2,9,6,0,,11,0,,0,,2_8.txt
2,9,4,1,4,12,0,,1,0.334780931473,2_8.txt
2,9,8,0,,13,0,,0,,2_8.txt
2,9,1,0,,14,0,,0,,2_8.txt
2,9,8,1,8,15,0,,1,0.00102496147156,2_8.txt
2,9,5,0,,16,0,,0,,2_8.txt
2,9,3,0,,17,0,,0,,2_8.txt
2,9,2,0,,18,0,,0,,2_8.txt
2,9,3,1,3,19,0,,1,0.017774105072,2_8.txt
2,9,5,0,,20,0,,0,,2_8.txt
2,9,6,0,,21,0,,0,,2_8.txt
2,9,5,1,5,22,0,,1,0.000140905380249,2_8.txt
2,10,5,0,,1,0,,0,,2_9.txt
2,10,2,0,,2,0,,0,,2_9.txt
2,10,7,1,,3,0,,1,0.00102019309998,2_9.txt
2,10,2,0,2,4,0,,0,,2_9.txt
2,10,1,0,,5,0,,0,,2_9.txt
2,10,6,0,,6,0,,0,,2_9.txt
2,10,8,1,,7,0,,0,,2_9.txt
2,10,6,0,6,8,0,,1,0.0344979763031,2_9.txt
2,10,1,0,,9,0,,0,,2_9.txt
2,10,5,1,,10,0,,0,,2_9.txt
2,10,1,0,1,11,0,,1,0.00097393989563,2_9.txt
2,10,8,0,,12,0,,0,,2_9.txt
2,10,7,1,,13,0,,0,,2_9.txt
2,10,8,0,8,14,0,,1,0.00104594230652,2_9.txt
2,10,4,0,,15,0,,0,,2_9.txt
2,10,5,1,,16,0,,0,,2_9.txt
2,10,4,0,4,17,0,,1,0.000907182693481,2_9.txt
2,10,3,0,,18,0,,0,,2_9.txt
2,10,7,0,,19,0,,0,,2_9.txt
2,10,3,1,3,20,0,,1,0.00117993354797,2_9.txt
2,10,6,0,,21,0,,0,,2_9.txt
2,10,2,0,,22,0,,0,,2_9.txt
