numb_back,order_set,img_numb,response,repeat_img,repeat_pos,lure,lure_kind,answer,time,file
2,9,6,0,,1,0,,1,0.000945091247559,2_8.txt
2,9,4,0,,2,0,,0,,2_8.txt
2,9,7,1,,3,0,,0,,2_8.txt
2,9,2,0,,4,0,,0,,2_8.txt
2,9,7,0,7,5,0,,1,0.30149102211,2_8.txt
2,9,7,0,,6,1,3back,1,0.451598882675,2_8.txt
2,9,3,0,,7,0,,0,,2_8.txt
2,9,2,0,,8,0,,0,,2_8.txt
2,9,1,1,1,9,0,,0,,2_8.txt
2,9,4,0,,10,0,,0,,2_8.txt
2,9,6,0,,11,0,,0,,2_8.txt
2,9,4,1,4,12,0,,1,0.00104188919067,2_8.txt
2,9,8,0,,13,0,,0,,2_8.txt
2,9,1,0,,14,0,,0,,2_8.txt
2,9,8,1,8,15,0,,1,0.217970132828,2_8.txt
2,9,5,0,,16,0,,0,,2_8.txt
2,9,3,0,,17,0,,1,0.167876958847,2_8.txt
2,9,2,0,,18,0,,0,,2_8.txt
2,9,3,1,3,19,0,,1,0.101362943649,2_8.txt
2,9,5,0,,20,0,,0,,2_8.txt
2,9,6,0,,21,0,,0,,2_8.txt
2,9,5,1,5,22,0,,1,0.401499032974,2_8.txt
1,1,3,0,,1,0,,0,,1_0.txt
1,1,1,0,,2,0,,1,0.00103712081909,1_0.txt
1,1,7,1,,3,0,,0,,1_0.txt
1,1,7,0,7,4,0,,0,,1_0.txt
1,1,4,0,,5,0,,0,,1_0.txt
1,1,3,0,,6,0,,1,0.00119209289551,1_0.txt
1,1,6,0,,7,0,,0,,1_0.txt
1,1,8,0,,8,0,,0,,1_0.txt
1,1,8,1,8,9,0,,0,,1_0.txt
1,1,7,0,,10,0,,0,,1_0.txt
1,1,6,0,,11,0,,1,0.00103688240051,1_0.txt
1,1,6,1,6,12,0,,0,,1_0.txt
1,1,5,0,,13,0,,1,1.11900186539,1_0.txt
1,1,5,1,5,14,0,,1,0.00111508369446,1_0.txt
1,1,2,0,,15,0,,1,0.00100183486938,1_0.txt
1,1,1,0,,16,0,,0,,1_0.txt
1,1,1,1,1,17,0,,1,0.00123000144958,1_0.txt
1,1,2,0,,18,0,,0,,1_0.txt
1,1,2,1,2,19,0,,1,0.0844099521637,1_0.txt
1,1,3,0,,20,0,,0,,1_0.txt
1,1,4,0,,21,0,,0,,1_0.txt
1,10,4,0,,1,0,,0,,1_9.txt
1,10,2,0,,2,0,,0,,1_9.txt
1,10,2,1,2,3,0,,1,0.00113892555237,1_9.txt
1,10,8,0,,4,0,,0,,1_9.txt
1,10,8,1,8,5,0,,1,0.00110507011414,1_9.txt
1,10,6,0,,6,0,,0,,1_9.txt
1,10,4,0,,7,0,,0,,1_9.txt
1,10,4,1,4,8,0,,1,0.00102090835571,1_9.txt
1,10,5,0,,9,0,,0,,1_9.txt
1,10,3,0,,10,0,,0,,1_9.txt
1,10,1,0,,11,0,,0,,1_9.txt
1,10,3,0,,12,0,,0,,1_9.txt
1,10,3,1,3,13,0,,1,0.117990016937,1_9.txt
1,10,1,0,,14,0,,0,,1_9.txt
1,10,7,0,,15,0,,0,,1_9.txt
1,10,7,1,7,16,0,,1,0.0178968906403,1_9.txt
1,10,5,0,,17,0,,0,,1_9.txt
1,10,6,0,,18,0,,0,,1_9.txt
1,10,6,1,6,19,0,,1,0.00097393989563,1_9.txt
1,10,8,0,,20,0,,0,,1_9.txt
1,10,2,0,,21,0,,0,,1_9.txt
2,10,5,0,,1,0,,0,,2_9.txt
2,10,2,0,,2,0,,0,,2_9.txt
2,10,7,1,,3,0,,0,,2_9.txt
2,10,2,0,2,4,0,,1,0.000941038131714,2_9.txt
2,10,1,0,,5,0,,0,,2_9.txt
2,10,6,0,,6,0,,0,,2_9.txt
2,10,8,1,,7,0,,0,,2_9.txt
2,10,6,0,6,8,0,,1,0.00105810165405,2_9.txt
2,10,1,0,,9,0,,1,0.00108289718628,2_9.txt
2,10,5,1,,10,0,,0,,2_9.txt
2,10,1,0,1,11,0,,1,0.168053865433,2_9.txt
2,10,8,0,,12,0,,1,0.101363897324,2_9.txt
2,10,7,1,,13,0,,0,,2_9.txt
2,10,8,0,8,14,0,,1,0.000962972640991,2_9.txt
2,10,4,0,,15,0,,0,,2_9.txt
2,10,5,1,,16,0,,0,,2_9.txt
2,10,4,0,4,17,0,,1,0.00101900100708,2_9.txt
2,10,3,0,,18,0,,0,,2_9.txt
2,10,7,0,,19,0,,0,,2_9.txt
2,10,3,1,3,20,0,,1,0.00100898742676,2_9.txt
2,10,6,0,,21,0,,1,0.00114107131958,2_9.txt
2,10,2,0,,22,0,,0,,2_9.txt
1,7,3,0,,1,0,,0,,1_6.txt
1,7,8,0,,2,0,,0,,1_6.txt
1,7,5,0,,3,0,,0,,1_6.txt
1,7,5,1,5,4,0,,1,0.000970840454102,1_6.txt
1,7,7,0,,5,0,,0,,1_6.txt
1,7,3,0,,6,0,,0,,1_6.txt
1,7,3,1,3,7,0,,1,0.00106406211853,1_6.txt
1,7,1,0,,8,0,,0,,1_6.txt
1,7,6,0,,9,0,,1,0.00103402137756,1_6.txt
1,7,6,1,6,10,0,,1,0.0678141117096,1_6.txt
1,7,1,0,,11,0,,0,,1_6.txt
1,7,1,1,1,12,0,,1,0.00112891197205,1_6.txt
1,7,2,0,,13,0,,0,,1_6.txt
1,7,8,0,,14,0,,0,,1_6.txt
1,7,7,0,,15,0,,0,,1_6.txt
1,7,7,1,7,16,0,,1,0.00111889839172,1_6.txt
1,7,8,0,,17,0,,0,,1_6.txt
1,7,2,0,,18,0,,0,,1_6.txt
1,7,4,1,,19,0,,0,,1_6.txt
1,7,4,0,4,20,0,,1,0.0179240703583,1_6.txt
1,7,8,0,,21,0,,0,,1_6.txt
1,1,3,0,,1,0,,0,,1_0.txt
1,1,1,0,,2,0,,0,,1_0.txt
1,1,7,1,,3,0,,0,,1_0.txt
1,1,7,0,7,4,0,,1,0.00089693069458,1_0.txt
1,1,4,0,,5,0,,0,,1_0.txt
1,1,3,0,,6,0,,0,,1_0.txt
1,1,6,0,,7,0,,1,0.201324939728,1_0.txt
1,1,8,0,,8,0,,0,,1_0.txt
1,1,8,1,8,9,0,,1,0.00104117393494,1_0.txt
1,1,7,0,,10,0,,0,,1_0.txt
1,1,6,0,,11,0,,0,,1_0.txt
1,1,6,1,6,12,0,,1,0.00105905532837,1_0.txt
1,1,5,0,,13,0,,0,,1_0.txt
1,1,5,1,5,14,0,,1,0.000988960266113,1_0.txt
1,1,2,0,,15,0,,0,,1_0.txt
1,1,1,0,,16,0,,0,,1_0.txt
1,1,1,1,1,17,0,,1,0.0180640220642,1_0.txt
1,1,2,0,,18,0,,0,,1_0.txt
1,1,2,1,2,19,0,,1,0.00108909606934,1_0.txt
1,1,3,0,,20,0,,0,,1_0.txt
1,1,4,0,,21,0,,0,,1_0.txt
1,6,2,0,,1,0,,0,,1_5.txt
1,6,5,0,,2,0,,0,,1_5.txt
1,6,5,1,5,3,0,,1,0.118055105209,1_5.txt
1,6,2,0,,4,0,,0,,1_5.txt
1,6,8,0,,5,0,,0,,1_5.txt
1,6,6,0,,6,0,,0,,1_5.txt
1,6,6,1,6,7,0,,1,0.0178029537201,1_5.txt
1,6,8,0,,8,0,,0,,1_5.txt
1,6,4,0,,9,0,,0,,1_5.txt
1,6,1,0,,10,0,,0,,1_5.txt
1,6,1,1,1,11,0,,1,0.117995023727,1_5.txt
1,6,5,0,,12,0,,0,,1_5.txt
1,6,7,0,,13,0,,0,,1_5.txt
1,6,7,1,7,14,0,,1,0.0846168994904,1_5.txt
1,6,2,0,,15,0,,0,,1_5.txt
1,6,3,0,,16,0,,0,,1_5.txt
1,6,3,1,3,17,0,,1,0.0011351108551,1_5.txt
1,6,4,0,,18,0,,0,,1_5.txt
1,6,4,1,4,19,0,,1,0.000994920730591,1_5.txt
1,6,1,0,,20,0,,0,,1_5.txt
1,6,8,0,,21,0,,0,,1_5.txt
2,1,4,0,,1,0,,0,,2_0.txt
2,1,8,0,,2,0,,0,,2_0.txt
2,1,5,0,,3,0,,0,,2_0.txt
2,1,8,1,8,4,0,,1,0.00100588798523,2_0.txt
2,1,6,0,,5,0,,0,,2_0.txt
2,1,4,0,,6,0,,0,,2_0.txt
2,1,3,1,,7,0,,0,,2_0.txt
2,1,4,0,4,8,0,,1,0.00150108337402,2_0.txt
2,1,1,0,,9,0,,0,,2_0.txt
2,1,7,0,,10,0,,0,,2_0.txt
2,1,1,1,1,11,0,,1,0.251421928406,2_0.txt
2,1,5,0,,12,0,,0,,2_0.txt
2,1,2,0,,13,0,,1,0.0680110454559,2_0.txt
2,1,8,0,,14,0,,0,,2_0.txt
2,1,2,1,2,15,0,,1,0.151196956635,2_0.txt
2,1,7,0,,16,0,,0,,2_0.txt
2,1,6,0,,17,0,,0,,2_0.txt
2,1,7,1,7,18,0,,1,0.268296003342,2_0.txt
2,1,3,0,,19,0,,0,,2_0.txt
2,1,6,0,,20,1,3back,0,,2_0.txt
2,1,3,1,3,21,0,,1,0.0182039737701,2_0.txt
2,1,2,0,,22,0,,0,,2_0.txt
