numb_back,order_set,img_numb,response,repeat_img,repeat_pos,lure,lure_kind,answer,time,file
2,10,5,0,,1,0,,1,0.00110292434692,2_9.txt
2,10,2,0,,2,0,,0,,2_9.txt
2,10,7,1,,3,0,,0,,2_9.txt
2,10,2,0,2,4,0,,1,0.284832000732,2_9.txt
2,10,1,0,,5,0,,0,,2_9.txt
2,10,6,0,,6,0,,0,,2_9.txt
2,10,8,1,,7,0,,0,,2_9.txt
2,10,6,0,6,8,0,,1,0.301613092422,2_9.txt
2,10,1,0,,9,0,,0,,2_9.txt
2,10,5,1,,10,0,,1,1.16930603981,2_9.txt
2,10,1,0,1,11,0,,1,0.218138933182,2_9.txt
2,10,8,0,,12,0,,0,,2_9.txt
2,10,7,1,,13,0,,0,,2_9.txt
2,10,8,0,8,14,0,,1,0.368069887161,2_9.txt
2,10,4,0,,15,0,,0,,2_9.txt
2,10,5,1,,16,0,,0,,2_9.txt
2,10,4,0,4,17,0,,1,0.184606075287,2_9.txt
2,10,3,0,,18,0,,0,,2_9.txt
2,10,7,0,,19,0,,0,,2_9.txt
2,10,3,1,3,20,0,,1,0.251383066177,2_9.txt
2,10,6,0,,21,0,,1,0.551604986191,2_9.txt
2,10,2,0,,22,0,,0,,2_9.txt
1,3,7,0,,1,0,,0,,1_2.txt
1,3,3,0,,2,0,,0,,1_2.txt
1,3,3,1,3,3,0,,1,0.0845289230347,1_2.txt
1,3,4,0,,4,0,,0,,1_2.txt
1,3,7,1,,5,0,,0,,1_2.txt
1,3,7,0,7,6,0,,1,0.00105309486389,1_2.txt
1,3,4,0,,7,0,,0,,1_2.txt
1,3,1,0,,8,0,,0,,1_2.txt
1,3,1,1,1,9,0,,1,0.00108098983765,1_2.txt
1,3,6,0,,10,0,,0,,1_2.txt
1,3,5,0,,11,0,,0,,1_2.txt
1,3,8,0,,12,0,,0,,1_2.txt
1,3,8,1,8,13,0,,1,0.101114034653,1_2.txt
1,3,2,0,,14,0,,0,,1_2.txt
1,3,2,1,2,15,0,,1,0.0345711708069,1_2.txt
1,3,6,0,,16,0,,0,,1_2.txt
1,3,1,0,,17,0,,0,,1_2.txt
1,3,5,0,,18,0,,0,,1_2.txt
1,3,5,1,5,19,0,,1,0.00107789039612,1_2.txt
1,3,2,0,,20,0,,0,,1_2.txt
1,3,6,0,,21,0,,0,,1_2.txt
2,3,4,0,,1,0,,0,,2_2.txt
2,3,3,0,,2,0,,0,,2_2.txt
2,3,2,0,,3,0,,0,,2_2.txt
2,3,6,0,,4,0,,1,0.601899147034,2_2.txt
2,3,2,1,2,5,0,,1,0.318647146225,2_2.txt
2,3,1,0,,6,0,,0,,2_2.txt
2,3,8,0,,7,0,,0,,2_2.txt
2,3,7,0,,8,0,,0,,2_2.txt
2,3,8,0,8,9,0,,1,0.0845758914948,2_2.txt
2,3,4,1,,10,0,,0,,2_2.txt
2,3,3,0,,11,0,,0,,2_2.txt
2,3,5,0,,12,0,,0,,2_2.txt
2,3,3,1,3,13,0,,1,0.000972986221313,2_2.txt
2,3,1,0,,14,0,,0,,2_2.txt
2,3,4,0,,15,0,,0,,2_2.txt
2,3,1,1,1,16,0,,1,0.56843996048,2_2.txt
2,3,6,0,,17,0,,0,,2_2.txt
2,3,7,0,,18,0,,0,,2_2.txt
2,3,6,1,6,19,0,,1,0.351433038712,2_2.txt
2,3,5,0,,20,0,,0,,2_2.txt
2,3,7,0,,21,1,3back,0,,2_2.txt
2,3,5,1,5,22,0,,1,1.31926894188,2_2.txt
2,1,4,0,,1,0,,0,,2_0.txt
2,1,8,0,,2,0,,0,,2_0.txt
2,1,5,0,,3,0,,0,,2_0.txt
2,1,8,1,8,4,0,,1,0.134674072266,2_0.txt
2,1,6,0,,5,0,,0,,2_0.txt
2,1,4,0,,6,0,,0,,2_0.txt
2,1,3,1,,7,0,,0,,2_0.txt
2,1,4,0,4,8,0,,1,0.00108289718628,2_0.txt
2,1,1,0,,9,0,,0,,2_0.txt
2,1,7,0,,10,0,,0,,2_0.txt
2,1,1,1,1,11,0,,1,0.802025079727,2_0.txt
2,1,5,0,,12,0,,0,,2_0.txt
2,1,2,0,,13,0,,0,,2_0.txt
2,1,8,0,,14,0,,0,,2_0.txt
2,1,2,1,2,15,0,,1,0.234694957733,2_0.txt
2,1,7,0,,16,0,,0,,2_0.txt
2,1,6,0,,17,0,,0,,2_0.txt
2,1,7,1,7,18,0,,1,0.000906944274902,2_0.txt
2,1,3,0,,19,0,,1,0.301659822464,2_0.txt
2,1,6,0,,20,1,3back,0,,2_0.txt
2,1,3,1,3,21,0,,0,,2_0.txt
2,1,2,0,,22,0,,0,,2_0.txt
2,10,5,0,,1,0,,0,,2_9.txt
2,10,2,0,,2,0,,0,,2_9.txt
2,10,7,1,,3,0,,0,,2_9.txt
2,10,2,0,2,4,0,,1,0.0510790348053,2_9.txt
2,10,1,0,,5,0,,0,,2_9.txt
2,10,6,0,,6,0,,0,,2_9.txt
2,10,8,1,,7,0,,0,,2_9.txt
2,10,6,0,6,8,0,,1,0.167953014374,2_9.txt
2,10,1,0,,9,0,,1,0.00109577178955,2_9.txt
2,10,5,1,,10,0,,0,,2_9.txt
2,10,1,0,1,11,0,,1,0.751982927322,2_9.txt
2,10,8,0,,12,0,,0,,2_9.txt
2,10,7,1,,13,0,,0,,2_9.txt
2,10,8,0,8,14,0,,1,0.685173034668,2_9.txt
2,10,4,0,,15,0,,0,,2_9.txt
2,10,5,1,,16,0,,0,,2_9.txt
2,10,4,0,4,17,0,,1,0.000928163528442,2_9.txt
2,10,3,0,,18,0,,0,,2_9.txt
2,10,7,0,,19,0,,0,,2_9.txt
2,10,3,1,3,20,0,,1,0.301536083221,2_9.txt
2,10,6,0,,21,0,,0,,2_9.txt
2,10,2,0,,22,0,,0,,2_9.txt
1,6,2,0,,1,0,,0,,1_5.txt
1,6,5,0,,2,0,,0,,1_5.txt
1,6,5,1,5,3,0,,1,0.0177199840546,1_5.txt
1,6,2,0,,4,0,,0,,1_5.txt
1,6,8,0,,5,0,,0,,1_5.txt
1,6,6,0,,6,0,,0,,1_5.txt
1,6,6,1,6,7,0,,1,0.000995874404907,1_5.txt
1,6,8,0,,8,0,,0,,1_5.txt
1,6,4,0,,9,0,,0,,1_5.txt
1,6,1,0,,10,0,,0,,1_5.txt
1,6,1,1,1,11,0,,1,0.00102281570435,1_5.txt
1,6,5,0,,12,0,,0,,1_5.txt
1,6,7,0,,13,0,,0,,1_5.txt
1,6,7,1,7,14,0,,1,0.0511651039124,1_5.txt
1,6,2,0,,15,0,,0,,1_5.txt
1,6,3,0,,16,0,,0,,1_5.txt
1,6,3,1,3,17,0,,1,0.000931978225708,1_5.txt
1,6,4,0,,18,0,,0,,1_5.txt
1,6,4,1,4,19,0,,1,0.0010769367218,1_5.txt
1,6,1,0,,20,0,,0,,1_5.txt
1,6,8,0,,21,0,,0,,1_5.txt
2,9,6,0,,1,0,,0,,2_8.txt
2,9,4,0,,2,0,,0,,2_8.txt
2,9,7,1,,3,0,,0,,2_8.txt
2,9,2,0,,4,0,,0,,2_8.txt
2,9,7,0,7,5,0,,1,0.00103211402893,2_8.txt
2,9,7,0,,6,1,3back,1,1.3193218708,2_8.txt
2,9,3,0,,7,0,,0,,2_8.txt
2,9,2,0,,8,0,,0,,2_8.txt
2,9,1,1,1,9,0,,0,,2_8.txt
2,9,4,0,,10,0,,0,,2_8.txt
2,9,6,0,,11,0,,0,,2_8.txt
2,9,4,1,4,12,0,,1,0.434870958328,2_8.txt
2,9,8,0,,13,0,,0,,2_8.txt
2,9,1,0,,14,0,,0,,2_8.txt
2,9,8,1,8,15,0,,0,,2_8.txt
2,9,5,0,,16,0,,0,,2_8.txt
2,9,3,0,,17,0,,0,,2_8.txt
2,9,2,0,,18,0,,0,,2_8.txt
2,9,3,1,3,19,0,,0,,2_8.txt
2,9,5,0,,20,0,,1,0.651785850525,2_8.txt
2,9,6,0,,21,0,,1,0.234829902649,2_8.txt
2,9,5,1,5,22,0,,0,,2_8.txt
1,1,3,0,,1,0,,0,,1_0.txt
1,1,1,0,,2,0,,0,,1_0.txt
1,1,7,1,,3,0,,0,,1_0.txt
1,1,7,0,7,4,0,,1,0.000983953475952,1_0.txt
1,1,4,0,,5,0,,0,,1_0.txt
1,1,3,0,,6,0,,0,,1_0.txt
1,1,6,0,,7,0,,0,,1_0.txt
1,1,8,0,,8,0,,0,,1_0.txt
1,1,8,1,8,9,0,,1,0.000924825668335,1_0.txt
1,1,7,0,,10,0,,0,,1_0.txt
1,1,6,0,,11,0,,0,,1_0.txt
1,1,6,1,6,12,0,,1,0.00104784965515,1_0.txt
1,1,5,0,,13,0,,0,,1_0.txt
1,1,5,1,5,14,0,,1,0.0510220527649,1_0.txt
1,1,2,0,,15,0,,0,,1_0.txt
1,1,1,0,,16,0,,0,,1_0.txt
1,1,1,1,1,17,0,,1,0.00103902816772,1_0.txt
1,1,2,0,,18,0,,0,,1_0.txt
1,1,2,1,2,19,0,,1,0.000909805297852,1_0.txt
1,1,3,0,,20,0,,0,,1_0.txt
1,1,4,0,,21,0,,0,,1_0.txt
